nb,Parasite,Host,site,PSR,Type,,,,,,
4980,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.9,Helminth,0,0,0,0,0,1
5120,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.909,Helminth,0,0,0,0,0,1
5121,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.789,Helminth,0,0,0,0,0,1
5247,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.875,Helminth,0,0,0,0,0,1
5248,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.857,Helminth,0,0,0,0,0,1
5381,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.667,Helminth,0,0,0,0,0,1
5382,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.692,Helminth,0,0,0,0,0,1
5718,Controrchis biliophilus,Alouatta pigra,ET forestry reserve,0.026,Helminth,0,0,0,0,0,1
5719,Controrchis biliophilus,Alouatta pigra,Calakmul,0.035,Helminth,0,0,0,0,0,1
5720,Controrchis biliophilus,Alouatta pigra,Palenque,0,Helminth,0,0,0,0,0,1
5721,Controrchis biliophilus,Alouatta pigra,Montes Azules,0.174,Helminth,0,0,0,0,0,1
5722,Controrchis biliophilus,Alouatta pigra,Reforma Agraria,0.059,Helminth,0,0,0,0,0,1
5733,Controrchis biliophilus,Alouatta pigra,MEXICO,0,Helminth,0,0,0,0,0,1
5736,Controrchis biliophilus,Alouatta pigra,ET forestry reserve,0,Helminth,0,0,0,0,0,1
5737,Controrchis biliophilus,Alouatta pigra,ET forestry reserve,0.071,Helminth,0,0,0,0,0,1
5738,Controrchis biliophilus,Alouatta pigra,Calakmul,0,Helminth,0,0,0,0,0,1
5739,Controrchis biliophilus,Alouatta pigra,Calakmul,0,Helminth,0,0,0,0,0,1
5740,Controrchis biliophilus,Alouatta pigra,Palenque,0,Helminth,0,0,0,0,0,1
5741,Controrchis biliophilus,Alouatta pigra,Palenque,0,Helminth,0,0,0,0,0,1
5742,Controrchis biliophilus,Alouatta pigra,Montes Azules,0,Helminth,0,0,0,0,0,1
5743,Controrchis biliophilus,Alouatta pigra,Montes Azules,0.2,Helminth,0,0,0,0,0,1
5744,Controrchis biliophilus,Alouatta pigra,Reforma Agraria,0.143,Helminth,0,0,0,0,0,1
5745,Controrchis biliophilus,Alouatta pigra,Reforma Agraria,0,Helminth,0,0,0,0,0,1
6146,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.8,Helminth,0,0,0,0,0,1
6147,Controrchis biliophilus,Alouatta pigra,Belize and Mexico,0.804,Helminth,0,0,0,0,0,1
4801,Giardia sp.,Alouatta pigra,Belize and Mexico,0.4,Protozoa,0,0,0,1,0,0
4803,Giardia sp.,Alouatta pigra,Belize and Mexico,0.27,Protozoa,0,0,0,1,0,0
4983,Giardia sp.,Alouatta pigra,Belize and Mexico,0.385,Protozoa,0,0,0,1,0,0
4984,Giardia sp.,Alouatta pigra,Belize and Mexico,0.45,Protozoa,0,0,0,1,0,0
5124,Giardia sp.,Alouatta pigra,Belize and Mexico,0.364,Protozoa,0,0,0,1,0,0
5125,Giardia sp.,Alouatta pigra,Belize and Mexico,0.105,Protozoa,0,0,0,1,0,0
5251,Giardia sp.,Alouatta pigra,Belize and Mexico,0.5,Protozoa,0,0,0,1,0,0
5252,Giardia sp.,Alouatta pigra,Belize and Mexico,0.25,Protozoa,0,0,0,1,0,0
5385,Giardia sp.,Alouatta pigra,Belize and Mexico,0.105,Protozoa,0,0,0,1,0,0
5386,Giardia sp.,Alouatta pigra,Belize and Mexico,0.308,Protozoa,0,0,0,1,0,0
6143,Giardia sp.,Alouatta pigra,Calakmul,,Protozoa,0,0,0,1,0,0
6150,Giardia sp.,Alouatta pigra,Belize and Mexico,0.4,Protozoa,0,0,0,1,0,0
6151,Giardia sp.,Alouatta pigra,Belize and Mexico,0.268,Protozoa,0,0,0,1,0,0
5728,Trypanoxyuris sp.,Alouatta pigra,ET forestry reserve,0.026,Helminth,1,0,0,1,0,0
5729,Trypanoxyuris sp.,Alouatta pigra,Calakmul,0,Helminth,1,0,0,1,0,0
5730,Trypanoxyuris sp.,Alouatta pigra,Palenque,0.172,Helminth,1,0,0,1,0,0
5731,Trypanoxyuris sp.,Alouatta pigra,Montes Azules,0,Helminth,1,0,0,1,0,0
5732,Trypanoxyuris sp.,Alouatta pigra,Reforma Agraria,0.059,Helminth,1,0,0,1,0,0
5735,Trypanoxyuris sp.,Alouatta pigra,MEXICO,0,Helminth,1,0,0,1,0,0
5756,Trypanoxyuris sp.,Alouatta pigra,ET forestry reserve,0.048,Helminth,1,0,0,1,0,0
5757,Trypanoxyuris sp.,Alouatta pigra,ET forestry reserve,0,Helminth,1,0,0,1,0,0
5758,Trypanoxyuris sp.,Alouatta pigra,Calakmul,0,Helminth,1,0,0,1,0,0
5759,Trypanoxyuris sp.,Alouatta pigra,Calakmul,0,Helminth,1,0,0,1,0,0
5760,Trypanoxyuris sp.,Alouatta pigra,Palenque,0.125,Helminth,1,0,0,1,0,0
5761,Trypanoxyuris sp.,Alouatta pigra,Palenque,0.333,Helminth,1,0,0,1,0,0
5762,Trypanoxyuris sp.,Alouatta pigra,Montes Azules,0,Helminth,1,0,0,1,0,0
5763,Trypanoxyuris sp.,Alouatta pigra,Montes Azules,0,Helminth,1,0,0,1,0,0
5764,Trypanoxyuris sp.,Alouatta pigra,Reforma Agraria,0,Helminth,1,0,0,1,0,0
5765,Trypanoxyuris sp.,Alouatta pigra,Reforma Agraria,0,Helminth,1,0,0,1,0,0
7143,Trypanoxyuris sp.,Alouatta pigra,Macuspana,0.75,Helminth,1,0,0,1,0,0
7144,Trypanoxyuris sp.,Alouatta pigra,Macuspana,1,Helminth,1,0,0,1,0,0
7203,Trypanoxyuris sp.,Alouatta pigra,Macuspana,0.824,Helminth,1,0,0,1,0,0
6142,Entamoeba histolytica,Alouatta pigra,Belize and Mexico,0,Protozoa,1,0,0,1,0,0
3880,Strongyloides sp.,Alouatta pigra,Biosfera Montes Azules,0.45,Helminth,0,0,0,1,0,0
4887,Strongyloides sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5028,Strongyloides sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5151,Strongyloides sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5285,Strongyloides sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
3881,Entamoeba sp.,Alouatta pigra,Biosfera Montes Azules,0.42,Protozoa,0,0,0,0,0,0
4804,Entamoeba sp.,Alouatta pigra,Belize and Mexico,-99,Protozoa,0,0,0,0,0,0
4888,Entamoeba sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5029,Entamoeba sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5152,Entamoeba sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5286,Entamoeba sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
6152,Entamoeba sp.,Alouatta pigra,Belize and Mexico,0.02,Protozoa,0,0,0,0,0,0
10640,Cyclospora sp.,Alouatta pigra,Macuspana,,Protozoa,0,0,0,0,0,0
3879,Blastocystis sp.,Alouatta pigra,Biosfera Montes Azules,0.65,Protozoa,0,0,0,0,0,0
4886,Blastocystis sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5027,Blastocystis sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5150,Blastocystis sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
5284,Blastocystis sp.,Alouatta pigra,Biosfera Montes Azules,,Protozoa,0,0,0,0,0,0
3885,Enterobius sp.,Alouatta pigra,Biosfera Montes Azules,0.02,Helminth,1,0,0,1,0,0
4892,Enterobius sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,1,0,0,1,0,0
5033,Enterobius sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,1,0,0,1,0,0
5156,Enterobius sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,1,0,0,1,0,0
5290,Enterobius sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,1,0,0,1,0,0
3884,Trichostrongyloidea sp.,Alouatta pigra,Biosfera Montes Azules,0.02,Helminth,0,0,0,1,0,0
4891,Trichostrongyloidea sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5032,Trichostrongyloidea sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5155,Trichostrongyloidea sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
5289,Trichostrongyloidea sp.,Alouatta pigra,Biosfera Montes Azules,,Helminth,0,0,0,1,0,0
6144,Giardia intestinalis,Alouatta pigra,Community Baboon Sanctuary,,Protozoa,0,0,0,1,0,0
7211,Controrchis sp.,Alouatta pigra,Macuspana,0.735,Helminth,0,0,0,0,0,1
9658,Controrchis sp.,Alouatta pigra,Balancan,0.316,Helminth,0,0,0,0,0,1
10636,Controrchis sp.,Alouatta pigra,Macuspana,,Helminth,0,0,0,0,0,1
10637,Controrchis sp.,Alouatta pigra,Macuspana,,Helminth,0,0,0,0,0,1
10641,Controrchis sp.,Alouatta pigra,Macuspana,,Helminth,0,0,0,0,0,1
9659,Trypanoxyuris sp.,Alouatta pigra,Balancan,0.05,Helminth,1,0,0,1,0,0
10719,Trypanoxyuris pigrae,Alouatta pigra,MEXICO,,Helminth,1,,,1,0,0
2130,Trypanoxyuris minutus,Alouatta seniculus,FRENCH GUIANA,,Helminth,1,0,0,1,0,0
2496,Trypanoxyuris minutus,Alouatta seniculus,COLOMBIA,1,Helminth,1,0,0,1,0,0
2497,Trypanoxyuris minutus,Alouatta seniculus,SURINAM,,Helminth,1,0,0,1,0,0
4002,Trichostrongylus sp.,Alouatta seniculus,Petit Saut,0.042,Helminth,0,0,0,1,0,0
2493,Parabronema bonnei,Alouatta seniculus,SURINAM,,Helminth,0,0,0,0,1,0
3709,Flavivirus Yellow Fever,Alouatta seniculus,Petit Saut,0.351,Virus,0,0,0,0,1,0
1619,Toxoplasma gondii,Alouatta seniculus,French Guiana,0.04,Protozoa,0,0,0,0,0,1
3974,Toxoplasma gondii,Alouatta seniculus,Petit Saut,0.04,Protozoa,0,0,0,0,0,1
8287,Toxoplasma gondii,Alouatta seniculus,Petit Saut,0.04,Protozoa,0,0,0,0,0,1
2492,Filariopsis usper,Alouatta seniculus,SURINAM,,Helminth,0,0,0,0,0,1
1159,Raillietina demerariensis,Alouatta seniculus,South America,,Helminth,0,0,0,0,0,1
2484,Raillietina demerariensis,Alouatta seniculus,SURINAM,,Helminth,0,0,0,0,0,1
336,Trypanosoma minasense,Alouatta seniculus,BRAZIL,,Protozoa,0,0,0,0,1,0
2180,Trypanosoma minasense,Alouatta seniculus,FRENCH GUIANA,,Protozoa,0,0,0,0,1,0
1896,Plasmodium sp.,Alouatta seniculus,Sinnamary,0.13,Protozoa,0,0,0,0,1,0
4003,Plasmodium sp.,Alouatta seniculus,Petit Saut,0.96,Protozoa,0,0,0,0,1,0
2486,Controrchis biliophilus,Alouatta seniculus,BRAZIL,,Helminth,0,0,0,0,0,1
8604,Plasmodium vivax,Alouatta seniculus,Rondonia,0,Protozoa,0,0,0,0,1,0
8565,Plasmodium falciparum,Alouatta seniculus,Rondonia,0,Protozoa,0,0,0,0,1,0
3957,Strongyloides sp.,Alouatta seniculus,Petit Saut,0.375,Helminth,0,0,0,1,0,0
2509,Trypanosoma cruzi,Alouatta seniculus,VENEZUELA,,Protozoa,0,0,0,0,1,0
4586,Trypanosoma cruzi,Alouatta seniculus,VENEZUELA,,Protozoa,0,0,0,0,1,0
876,Alphavirus Mayaro virus,Alouatta seniculus,French Guiana,0.52,Virus,0,0,0,0,1,0
2179,Trypanosoma lambrechti,Alouatta seniculus,BRAZIL,,Protozoa,0,0,0,0,1,0
2511,Trypanosoma lambrechti,Alouatta seniculus,BRAZIL,,Protozoa,0,0,0,0,1,0
4587,Trypanosoma lambrechti,Alouatta seniculus,BRAZIL,,Protozoa,0,0,0,0,1,0
8605,Plasmodium simium,Alouatta seniculus,Rondonia,0,Protozoa,0,0,0,0,1,0
3959,Ascaris sp.,Alouatta seniculus,Petit Saut,0.042,Helminth,0,0,0,1,0,0
3201,Alphavirus Mayaro virus,Alouatta seniculus,Petit Saut,0.66,Virus,0,0,0,0,1,0
3962,Mansonella sp.,Alouatta seniculus,Petit Saut,,Helminth,0,0,0,0,1,0
3702,Trypanosoma sp.,Alouatta seniculus,Petit Saut,0.158,Protozoa,0,0,0,0,1,0
3955,Entamoeba sp.,Alouatta seniculus,Petit Saut,0.583,Protozoa,0,0,0,0,0,0
1895,Plasmodium brasilianum,Alouatta seniculus,Sinnamary,0.068,Protozoa,0,0,0,0,1,0
2261,Plasmodium brasilianum,Alouatta seniculus,SOUTH AMERICA,0.21,Protozoa,0,0,0,0,1,0
2499,Plasmodium brasilianum,Alouatta seniculus,BRAZIL,0.11,Protozoa,0,0,0,0,1,0
2507,Plasmodium brasilianum,Alouatta seniculus,COLOMBIA,0,Protozoa,0,0,0,0,1,0
3703,Plasmodium brasilianum,Alouatta seniculus,Petit Saut,0.184,Protozoa,0,0,0,0,1,0
8564,Plasmodium brasilianum,Alouatta seniculus,Rondonia,0,Protozoa,0,0,0,0,1,0
3963,Dipetalonema gracile,Alouatta seniculus,Petit Saut,,Helminth,0,0,0,0,1,0
2483,Raillietina demerariensis,Alouatta seniculus,GUYANA,1,Helminth,0,0,0,0,0,1
2512,Trypanosoma mycetae,Alouatta seniculus,FRENCH GUIANA,,Protozoa,0,0,0,0,1,0
4585,Trypanosoma mycetae,Alouatta seniculus,FRENCH GUIANA,,Protozoa,0,0,0,0,1,0
2494,Physaloptera dilatata,Alouatta seniculus,COLOMBIA,1,Helminth,0,0,0,0,0,1
2118,Trypanoxyuris minutus,Alouatta seniculus,FRENCH GUIANA,,Helminth,1,0,0,1,0,0
3956,Enteromonas sp.,Alouatta seniculus,Petit Saut,0.083,Protozoa,0,0,0,1,0,0
3971,Mycoplasma sp.,Alouatta seniculus,Petit Saut,,Bacteria,,,,0,,0
3710,Alphavirus Mayaro virus,Alouatta seniculus,Petit Saut,0.643,Virus,0,0,0,0,1,0
3708,Alphavirus Tonate virus,Alouatta seniculus,Petit Saut,0,Virus,0,0,0,0,1,0
3958,Trypanoxyuris sp.,Alouatta seniculus,Petit Saut,0.292,Helminth,1,0,0,1,0,0
3257,Tetrapetalonema nicollei,Aotus azarai,ARGENTINA,,Helminth,0,0,0,0,1,0
580,Plasmodium simium,Aotus azarai,Amazonas,0,Protozoa,0,0,0,0,1,0
582,Plasmodium simium,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
4758,Trypanosoma rangeli,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
579,Plasmodium brasilianum,Aotus azarai,Amazonas,0,Protozoa,0,0,0,0,1,0
581,Plasmodium brasilianum,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
2263,Plasmodium brasilianum,Aotus azarai,SOUTH AMERICA,0,Protozoa,0,0,0,0,1,0
3739,Plasmodium brasilianum,Aotus azarai,Samuel,0,Protozoa,0,0,0,0,1,0
4770,Trypanosoma mycetae,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
4766,Trypanosoma devei,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
7940,Pseudomonas sp.,Aotus azarai,Samuel,0,Bacteria,0,0,0,0,0,0
4762,Trypanosoma diasi,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
3748,Trypanosoma cruzi,Aotus azarai,Samuel,0.1,Protozoa,0,0,0,0,1,0
3765,Trypanosoma devei,Aotus azarai,Samuel,0,Protozoa,0,0,0,0,1,0
3773,Trypanosoma minasense,Aotus azarai,Samuel,0.05,Protozoa,0,0,0,0,1,0
3788,Trypanosoma mycetae,Aotus azarai,Samuel,0,Protozoa,0,0,0,0,1,0
3757,Trypanosoma rangeli,Aotus azarai,Samuel,0,Protozoa,0,0,0,0,1,0
3780,Trypanosoma rangeli,Aotus azarai,Samuel,0,Protozoa,0,0,0,0,1,0
4775,Endotrypanum schaudinni,Aotus azarai,Pará,0,Protozoa,0,0,0,0,1,0
2674,Salmonella enterica,Aotus trivirgatus,PANAMA,0.00497512,Bacteria,1,0,0,1,0,0
2769,Hepatovirus Hepatitis A,Aotus trivirgatus,Panama City,0.01,Virus,1,0,0,1,0,0
2645,Salmonella enterica,Aotus trivirgatus,PANAMA,0.00497512,Bacteria,1,0,0,1,0,0
2676,Salmonella enterica,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
3111,Flavivirus St. Louis encephalitis,Aotus trivirgatus,Maje,0,Virus,0,0,0,0,1,0
2916,Leptospira sp.,Aotus trivirgatus,COLOMBIA,0,Bacteria,0,0,0,0,0,0
1167,Protospirura muricola,Aotus trivirgatus,Panama,,Helminth,0,0,0,0,0,1
2677,Salmonella enterica,Aotus trivirgatus,PANAMA,0.00497512,Bacteria,1,0,0,1,0,0
3176,Dipetalonema sp.,Aotus trivirgatus,PANAMA,0.256,Helminth,0,0,0,0,1,0
334,Trypanosoma minasense,Aotus trivirgatus,PANAMA,,Protozoa,0,0,0,0,1,0
1850,Trypanosoma minasense,Aotus trivirgatus,PERU,0.2,Protozoa,0,0,0,0,1,0
2181,Trypanosoma minasense,Aotus trivirgatus,COLOMBIA,,Protozoa,0,0,0,0,1,0
3145,Trypanosoma minasense,Aotus trivirgatus,PANAMA,0,Protozoa,0,0,0,0,1,0
1162,Dipetalonema barbascalensis,Aotus trivirgatus,Barbascal,,Helminth,0,0,0,0,1,0
1163,Dipetalonema barbascalensis,Aotus trivirgatus,Barbascal,,Helminth,0,0,0,0,1,0
1164,Dipetalonema barbascalensis,Aotus trivirgatus,COLOMBIA,,Helminth,0,0,0,0,1,0
1165,Dipetalonema barbascalensis,Aotus trivirgatus,COLOMBIA,,Helminth,0,0,0,0,1,0
2648,Salmonella enterica,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
1849,Trypanosoma cruzi,Aotus trivirgatus,PERU,0,Protozoa,0,0,0,0,1,0
3144,Trypanosoma cruzi,Aotus trivirgatus,PANAMA,0,Protozoa,0,0,0,0,1,0
2675,Salmonella enterica,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
584,Plasmodium simium,Aotus trivirgatus,Amazonas,0,Protozoa,0,0,0,0,1,0
1168,Cyclophyllidea sp.,Aotus trivirgatus,Panama,,Helminth,0,0,0,0,0,1
907,Flavivirus Yellow Fever,Aotus trivirgatus,Cerro Azul,0,Virus,0,0,0,0,1,0
3109,Flavivirus Yellow Fever,Aotus trivirgatus,Maje,0.03,Virus,0,0,0,0,1,0
3110,Flavivirus Ilheus,Aotus trivirgatus,Maje,0,Virus,0,0,0,0,1,0
927,Mansonella marmosetae,Aotus trivirgatus,PANAMA,,Helminth,0,0,0,0,1,0
2649,Salmonella enterica,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
3112,Alphavirus Mayaro virus,Aotus trivirgatus,Maje,0,Virus,0,0,0,0,1,0
2646,Salmonella enterica,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
3148,Trypanosoma sp.,Aotus trivirgatus,PANAMA,0.02,Protozoa,0,0,0,0,1,0
4588,Trypanosoma sp.,Aotus trivirgatus,PERU,,Protozoa,0,0,0,0,1,0
583,Plasmodium brasilianum,Aotus trivirgatus,Amazonas,0,Protozoa,0,0,0,0,1,0
2119,Trypanoxyuris microon,Aotus trivirgatus,COLOMBIA,,Helminth,1,0,0,1,0,0
2678,Shigella sonnei,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,1,0
1166,Dipetalonema gracile,Aotus trivirgatus,Panama,,Helminth,0,0,0,0,1,0
3175,Dipetalonema gracile,Aotus trivirgatus,PANAMA,,Helminth,0,0,0,0,1,0
2647,Salmonella sp.,Aotus trivirgatus,PANAMA,0,Bacteria,1,0,0,1,0,0
2131,Trypanoxyuris microon,Aotus trivirgatus,COLOMBIA,,Helminth,1,0,0,1,0,0
3146,Trypanosoma mycetae,Aotus trivirgatus,PANAMA,0,Protozoa,0,0,0,0,1,0
3147,Trypanosoma rangeli,Aotus trivirgatus,PANAMA,0,Protozoa,0,0,0,0,1,0
3365,Hymenolepis diminuta,Aotus vociferans,PERU,0.017,Helminth,0,0,0,0,0,1
3301,Athesmia heterolecithodes,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3307,Fasciola sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3395,Molineus elegans,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3401,Necator americanus,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3359,Hymenolepis nana,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3313,Phaneropsolus orbicularis,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3413,Strongyloides stercoralis,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3431,Enterobius vermicularis,Aotus vociferans,PERU,0,Helminth,1,0,0,1,0,0
3383,Ascaris lumbricoides,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3425,Trypanoxyuris sp.,Aotus vociferans,PERU,0.087,Helminth,1,0,0,1,0,0
3437,Prosthenorchis elegans,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3208,Mansonella sp.,Aotus vociferans,Napo,,Helminth,0,0,0,0,1,0
3407,Primasubulura jacchi,Aotus vociferans,PERU,0,Helminth,1,0,0,0,0,0
1820,Plasmodium brasilianum,Aotus vociferans,PERU,,Protozoa,0,0,0,0,1,0
3389,Filariopsis barretoi,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3371,Taenia sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3419,Trichuris sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3377,Ancylostoma braziliense,Aotus vociferans,PERU,0,Helminth,0,0,0,1,0,0
3319,Atriotaenia sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3325,Diphyllobothrium sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
3331,Spirometra sp.,Aotus vociferans,PERU,0,Helminth,0,0,0,0,0,1
6675,Mansonella parvum,Ateles fusciceps,Darien Province,0,Helminth,0,0,0,0,1,0
1174,Trypanoxyuris sp.,Ateles fusciceps,Panama,,Helminth,1,0,0,1,0,0
1170,Necator americanus,Ateles fusciceps,Panama,,Helminth,0,0,0,1,0,0
6672,Dipetalonema gracile,Ateles fusciceps,Darien Province,0.5,Helminth,0,0,0,0,1,0
1173,Protospirura muricola,Ateles fusciceps,Panama,,Helminth,0,0,0,0,0,1
3150,Trypanosoma minasense,Ateles fusciceps,PANAMA,0.02,Protozoa,0,0,0,0,1,0
2623,Deltaretrovirus sp.,Ateles fusciceps,Darien,0,Virus,1,1,1,0,0,0
3149,Trypanosoma cruzi,Ateles fusciceps,PANAMA,0.01,Protozoa,0,0,0,0,1,0
1172,Ascaris lumbricoides,Ateles fusciceps,Panama,,Helminth,0,0,0,1,0,0
3177,Mansonella marmosetae,Ateles fusciceps,PANAMA,0.023,Helminth,0,0,0,0,1,0
1175,Trypanoxyuris sp.,Ateles fusciceps,Panama,,Helminth,1,0,0,1,0,0
6674,Mansonella atelensis,Ateles fusciceps,Darien Province,0.778,Helminth,0,0,0,0,1,0
3153,Trypanosoma sp.,Ateles fusciceps,PANAMA,0,Protozoa,0,0,0,0,1,0
1770,Plasmodium brasilianum,Ateles fusciceps,PANAMA,,Protozoa,0,0,0,0,1,0
6676,Mansonella marmosetae,Ateles fusciceps,Darien Province,0,Helminth,0,0,0,0,1,0
1171,Dipetalonema gracile,Ateles fusciceps,Panama,,Helminth,0,0,0,0,1,0
3151,Trypanosoma mycetae,Ateles fusciceps,PANAMA,0,Protozoa,0,0,0,0,1,0
3152,Trypanosoma rangeli,Ateles fusciceps,PANAMA,0,Protozoa,0,0,0,0,1,0
1079,Mansonella atelensis,Ateles fusciceps,Panama,,Helminth,0,0,0,0,1,0
6677,Mansonella panamensis,Ateles fusciceps,Darien Province,0,Helminth,0,0,0,0,1,0
6678,Dipetalonema obtusa,Ateles fusciceps,Darien Province,0,Helminth,0,0,0,0,1,0
6663,Mansonella parvum,Ateles geoffroyi,PANAMA,0,Helminth,0,0,0,0,1,0
6661,Dipetalonema gracile,Ateles geoffroyi,PANAMA,1,Helminth,0,0,0,0,1,0
10715,Trypanoxyuris atelis,Ateles geoffroyi,MEXICO,,Helminth,1,0,0,1,0,0
2184,Trypanosoma minasense,Ateles geoffroyi,PANAMA,,Protozoa,0,0,0,0,1,0
3155,Trypanosoma minasense,Ateles geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
4590,Trypanosoma minasense,Ateles geoffroyi,COLOMBIA,,Protozoa,0,0,0,0,1,0
10713,Controrchis biliophilus,Ateles geoffroyi,MEXICO,,Helminth,0,0,0,0,0,1
2183,Trypanosoma cruzi,Ateles geoffroyi,COLOMBIA,,Protozoa,0,0,0,0,1,0
3154,Trypanosoma cruzi,Ateles geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
4591,Trypanosoma cruzi,Ateles geoffroyi,COLOMBIA,,Protozoa,0,0,0,0,1,0
1179,Strongyloides fuelleborni,Ateles geoffroyi,Panama,,Helminth,0,0,0,1,0,0
1183,Ascaris sp.,Ateles geoffroyi,Panama,,Helminth,0,0,0,1,0,0
3192,Trypanoxyuris sp.,Ateles geoffroyi,Santa Rosa,0.158,Helminth,1,0,0,1,0,0
896,Flavivirus Yellow Fever,Ateles geoffroyi,Cerro Cana,0.45,Virus,0,0,0,0,1,0
906,Flavivirus Yellow Fever,Ateles geoffroyi,Cerro Azul,0.13,Virus,0,0,0,0,1,0
3258,Mansonella marmosetae,Ateles geoffroyi,PANAMA,,Helminth,0,0,0,0,1,0
1176,Mansonella atelensis,Ateles geoffroyi,Chiriqui,,Helminth,0,0,0,0,1,0
1177,Mansonella atelensis,Ateles geoffroyi,Panama,,Helminth,0,0,0,0,1,0
6662,Mansonella atelensis,Ateles geoffroyi,PANAMA,0.75,Helminth,0,0,0,0,1,0
10714,Strongyloides sp.,Ateles geoffroyi,MEXICO,,Helminth,0,0,0,1,0,0
3158,Trypanosoma sp.,Ateles geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
1771,Plasmodium brasilianum,Ateles geoffroyi,SOUTH AMERICA,,Protozoa,0,0,0,0,1,0
1974,Plasmodium brasilianum,Ateles geoffroyi,PANAMA,,Protozoa,0,0,0,0,1,0
1181,Mansonella marmosetae,Ateles geoffroyi,Chiriqui,,Helminth,0,0,0,0,1,0
1182,Mansonella marmosetae,Ateles geoffroyi,Chiriqui,,Helminth,0,0,0,0,1,0
6660,Mansonella marmosetae,Ateles geoffroyi,PANAMA,0,Helminth,0,0,0,0,1,0
1180,Dipetalonema gracile,Ateles geoffroyi,Panama,,Helminth,0,0,0,0,1,0
1178,Trypanoxyuris atelophora,Ateles geoffroyi,Panama,,Helminth,1,0,0,1,0,0
3156,Trypanosoma mycetae,Ateles geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
3157,Trypanosoma rangeli,Ateles geoffroyi,PANAMA,0,Protozoa,0,0,0,0,1,0
1078,Mansonella atelensis,Ateles geoffroyi,Panama,,Helminth,0,0,0,0,1,0
